transaction_id,timestamp,customer_id,customer_account_age_days,merchant_id,merchant_category,amount,payment_method,device_id,ip_address,card_id,city,is_fraud,fraud_scenario
tx_0006939,2026-01-17 16:48:10+00:00,cust_00880,207,merch_0100,digital_goods,1179.3,upi,dev_00198,198.51.39.19,card_00659,Jaipur,0,legitimate
tx_0006940,2026-01-17 16:51:32+00:00,cust_01946,963,merch_0066,utility,1485.46,credit_card,dev_00881,198.51.123.49,card_00287,Pune,0,legitimate
tx_0006941,2026-01-17 16:53:48+00:00,cust_01979,132,merch_0004,luxury_goods,1588.43,netbanking,dev_00738,198.51.200.73,card_01744,Lucknow,0,legitimate
tx_0006942,2026-01-17 16:56:42+00:00,cust_00539,298,merch_0032,groceries,321.02,wallet,dev_00482,198.51.67.232,card_00038,Hyderabad,0,legitimate
tx_0006943,2026-01-17 16:57:47+00:00,cust_01695,520,merch_0078,fashion,2592.18,credit_card,dev_00942,198.51.220.201,card_00400,Kolkata,0,legitimate
tx_0006944,2026-01-17 17:04:56+00:00,cust_00008,791,merch_0044,digital_goods,1556.62,credit_card,dev_00718,198.51.167.112,card_00786,Ahmedabad,0,legitimate
tx_0006945,2026-01-17 17:05:00+00:00,cust_01272,11,merch_0025,fashion,1124.73,credit_card,dev_00267,198.51.187.194,card_00144,Pune,0,legitimate
tx_0006946,2026-01-17 17:09:13+00:00,cust_01310,748,merch_0002,digital_goods,564.93,debit_card,dev_02246,198.51.116.159,card_01121,Jaipur,0,legitimate
tx_0006947,2026-01-17 17:14:29+00:00,cust_01279,192,merch_0090,electronics,1062.67,upi,dev_01141,198.51.148.41,card_00471,Delhi NCR,0,legitimate
tx_0006948,2026-01-17 17:16:34+00:00,cust_01123,151,merch_0092,crypto_exchange,2964.54,debit_card,dev_02300,198.51.30.146,card_02220,Kolkata,0,legitimate
tx_0006949,2026-01-17 17:21:44+00:00,cust_00289,295,merch_0029,electronics,2067.58,upi,dev_00981,198.51.51.232,card_02412,Lucknow,0,legitimate
tx_0006950,2026-01-17 17:23:36+00:00,cust_01811,431,merch_0025,fashion,673.14,credit_card,dev_01609,198.51.146.25,card_01827,Mumbai,0,legitimate
tx_0006951,2026-01-17 17:24:58+00:00,cust_00305,103,merch_0089,groceries,549.23,upi,dev_00859,198.51.94.213,card_00974,Pune,0,legitimate
tx_0006952,2026-01-17 17:25:04+00:00,cust_01378,904,merch_0002,digital_goods,2423.46,debit_card,dev_01785,198.51.227.140,card_01049,Pune,0,legitimate
tx_0006953,2026-01-17 17:25:45+00:00,cust_01698,841,merch_0129,utility,1276.58,credit_card,dev_02536,198.51.148.253,card_01692,Pune,0,legitimate
tx_0006954,2026-01-17 17:29:02+00:00,cust_01142,446,merch_0118,fashion,228.6,credit_card,dev_01829,198.51.210.186,card_01228,Delhi NCR,0,legitimate
tx_0006955,2026-01-17 17:30:22+00:00,cust_00653,45,merch_0095,fashion,1051.11,upi,dev_00790,198.51.162.130,card_00711,Hyderabad,0,legitimate
tx_0006956,2026-01-17 17:30:28+00:00,cust_01261,879,merch_0077,food_delivery,848.98,debit_card,dev_00642,198.51.182.110,card_00007,Pune,0,legitimate
tx_0006957,2026-01-17 17:34:47+00:00,cust_00294,252,merch_0101,electronics,1144.93,debit_card,dev_02146,198.51.194.40,card_02272,Hyderabad,0,legitimate
tx_0006958,2026-01-17 17:35:43+00:00,cust_01456,665,merch_0007,groceries,18271.32,credit_card,dev_01960,198.51.235.166,card_01441,Mumbai,0,legitimate
tx_0006959,2026-01-17 17:37:46+00:00,cust_01762,256,merch_0083,utility,1659.8,upi,dev_02038,198.51.214.23,card_01032,Delhi NCR,0,legitimate
tx_0006960,2026-01-17 17:37:47+00:00,cust_00079,763,merch_0112,electronics,668.71,debit_card,dev_02469,198.51.73.132,card_00192,Kolkata,0,legitimate
tx_0006961,2026-01-17 17:39:31+00:00,cust_01340,898,merch_0112,electronics,836.65,credit_card,dev_02686,198.51.6.217,card_01914,Lucknow,0,legitimate
tx_0006962,2026-01-17 17:42:55+00:00,cust_01780,78,merch_0032,groceries,2537.71,debit_card,dev_01754,198.51.243.48,card_00636,Ahmedabad,0,legitimate
tx_0006963,2026-01-17 17:47:01+00:00,cust_00916,614,merch_0081,groceries,11324.03,upi,dev_01559,198.51.234.162,card_00382,Chennai,0,legitimate
tx_0006964,2026-01-17 17:50:03+00:00,cust_00769,823,merch_0050,fashion,3297.51,upi,dev_02967,198.51.6.81,card_01784,Ahmedabad,0,legitimate
tx_0006965,2026-01-17 17:51:21+00:00,cust_00764,873,merch_0149,fashion,2551.2,debit_card,dev_02418,198.51.158.157,card_01409,Bengaluru,0,legitimate
tx_0006966,2026-01-17 17:52:58+00:00,cust_00732,997,merch_0015,food_delivery,2049.25,credit_card,dev_00468,198.51.27.74,card_00234,Lucknow,0,legitimate
tx_0006967,2026-01-17 17:57:22+00:00,cust_00172,241,merch_0117,crypto_exchange,1357.93,credit_card,dev_00603,198.51.46.146,card_01890,Delhi NCR,0,legitimate
tx_0006968,2026-01-17 18:01:46+00:00,cust_00982,611,merch_0037,luxury_goods,1141.45,upi,dev_02910,198.51.6.181,card_01731,Mumbai,0,legitimate
tx_0006969,2026-01-17 18:02:14+00:00,cust_00625,485,merch_0068,groceries,1623.82,credit_card,dev_02446,198.51.122.67,card_02448,Pune,0,legitimate
tx_0006970,2026-01-17 18:02:27+00:00,cust_00673,867,merch_0131,travel,1622.56,credit_card,dev_01094,198.51.6.244,card_01878,Delhi NCR,0,legitimate
tx_0006971,2026-01-17 18:03:03+00:00,cust_00516,871,merch_0045,electronics,3386.04,wallet,dev_02903,198.51.220.129,card_02070,Delhi NCR,0,legitimate
tx_0006972,2026-01-17 18:07:38+00:00,cust_00834,355,merch_0043,electronics,410.63,wallet,dev_02722,198.51.112.70,card_02035,Hyderabad,0,legitimate
tx_0006973,2026-01-17 18:08:54+00:00,cust_00222,55,merch_0149,fashion,2314.0,debit_card,dev_01563,198.51.245.98,card_01255,Hyderabad,0,legitimate
tx_0006974,2026-01-17 18:10:32+00:00,cust_01984,822,merch_0103,groceries,813.93,upi,dev_02313,198.51.118.25,card_01733,Lucknow,0,legitimate
tx_0006975,2026-01-17 18:11:42+00:00,cust_01152,252,merch_0129,utility,3612.62,credit_card,dev_01160,198.51.54.203,card_00592,Lucknow,0,legitimate
tx_0006976,2026-01-17 18:18:14+00:00,cust_01591,685,merch_0126,luxury_goods,989.36,debit_card,dev_00621,198.51.243.183,card_00633,Ahmedabad,0,legitimate
tx_0006977,2026-01-17 18:19:12+00:00,cust_01167,646,merch_0115,groceries,13827.41,upi,dev_02777,198.51.138.220,card_00759,Delhi NCR,0,legitimate
tx_0006978,2026-01-17 18:25:33+00:00,cust_01929,616,merch_0131,travel,5338.85,netbanking,dev_01607,198.51.119.178,card_01195,Ahmedabad,0,legitimate
tx_0006979,2026-01-17 18:26:23+00:00,cust_00138,14,merch_0136,digital_goods,16134.75,debit_card,dev_01433,198.51.215.217,card_02338,Hyderabad,0,legitimate
tx_0006980,2026-01-17 18:27:48+00:00,cust_01942,652,merch_0032,groceries,496.5,credit_card,dev_01266,198.51.243.221,card_01338,Ahmedabad,0,legitimate
tx_0006981,2026-01-17 18:28:31+00:00,cust_01390,648,merch_0015,food_delivery,1215.97,debit_card,dev_00240,198.51.3.113,card_01315,Lucknow,0,legitimate
tx_0006982,2026-01-17 18:31:38+00:00,cust_00019,618,merch_0056,travel,1268.16,upi,dev_02665,198.51.120.182,card_00767,Hyderabad,0,legitimate
tx_0006983,2026-01-17 18:32:38+00:00,cust_00105,396,merch_0141,electronics,1274.08,credit_card,dev_01933,198.51.17.126,card_02235,Chennai,0,legitimate
tx_0006984,2026-01-17 18:38:22+00:00,cust_00706,85,merch_0080,digital_goods,1103.85,upi,dev_00890,198.51.176.180,card_02411,Pune,0,legitimate
tx_0006985,2026-01-17 18:39:33+00:00,cust_01370,548,merch_0109,groceries,259.83,upi,dev_01995,198.51.185.10,card_01144,Jaipur,0,legitimate
tx_0006986,2026-01-17 18:40:31+00:00,cust_00474,44,merch_0024,digital_goods,2553.45,debit_card,dev_02348,198.51.80.6,card_01009,Jaipur,0,legitimate
tx_0006987,2026-01-17 18:40:48+00:00,cust_00703,84,merch_0116,fashion,2130.21,debit_card,dev_02145,198.51.143.78,card_01590,Delhi NCR,0,legitimate
tx_0006988,2026-01-17 18:45:09+00:00,cust_01004,975,merch_0089,groceries,2019.68,debit_card,dev_02331,198.51.227.13,card_01071,Chennai,0,legitimate
tx_0006989,2026-01-17 18:46:05+00:00,cust_00839,753,merch_0082,groceries,1734.86,wallet,dev_00380,198.51.82.250,card_00026,Delhi NCR,0,legitimate
tx_0006990,2026-01-17 18:47:28+00:00,cust_01782,454,merch_0105,digital_goods,224.37,upi,dev_01447,198.51.62.75,card_00356,Ahmedabad,0,legitimate
tx_0006991,2026-01-17 18:50:34+00:00,cust_01187,806,merch_0064,groceries,3718.79,upi,dev_01048,198.51.154.12,card_00734,Jaipur,0,legitimate
tx_0006992,2026-01-17 18:52:09+00:00,cust_00195,996,merch_0115,groceries,879.29,upi,dev_00530,198.51.135.168,card_00087,Ahmedabad,0,legitimate
tx_0006993,2026-01-17 18:54:22+00:00,cust_01906,721,merch_0141,electronics,1769.14,credit_card,dev_02098,198.51.83.155,card_00815,Jaipur,0,legitimate
tx_0006994,2026-01-17 18:54:24+00:00,cust_00014,826,merch_0081,groceries,3776.76,credit_card,dev_02972,198.51.58.141,card_00542,Bengaluru,0,legitimate
tx_0006995,2026-01-17 18:54:57+00:00,cust_01479,529,merch_0010,crypto_exchange,4578.43,credit_card,dev_02289,198.51.212.236,card_00744,Delhi NCR,0,legitimate
tx_0006996,2026-01-17 18:58:15+00:00,cust_00823,938,merch_0116,fashion,442.02,credit_card,dev_00779,198.51.181.127,card_00817,Kolkata,0,legitimate
tx_0006997,2026-01-17 19:01:12+00:00,cust_01777,45,merch_0083,utility,2661.13,wallet,dev_00005,198.51.65.214,card_01173,Jaipur,0,legitimate
tx_0006998,2026-01-17 19:02:53+00:00,cust_00228,471,merch_0050,fashion,1022.42,debit_card,dev_02915,198.51.99.224,card_00816,Jaipur,0,legitimate
tx_0006999,2026-01-17 19:05:10+00:00,cust_00875,839,merch_0136,digital_goods,253.7,upi,dev_02400,198.51.12.54,card_01209,Mumbai,0,legitimate
tx_0007000,2026-01-17 19:05:17+00:00,cust_01481,928,merch_0137,luxury_goods,4899.62,credit_card,dev_02352,198.51.42.114,card_02490,Kolkata,0,legitimate
tx_0007001,2026-01-17 19:06:33+00:00,cust_00046,151,merch_0127,gaming,4030.52,upi,dev_02256,198.51.21.101,card_01515,Lucknow,0,legitimate
tx_0007002,2026-01-17 19:08:05+00:00,cust_00827,30,merch_0008,groceries,1428.91,debit_card,dev_01802,198.51.136.43,card_02151,Delhi NCR,0,legitimate
tx_0007003,2026-01-17 19:13:33+00:00,cust_01183,823,merch_0042,travel,1953.67,netbanking,dev_01203,198.51.216.200,card_02225,Chennai,0,legitimate
tx_0007004,2026-01-17 19:14:18+00:00,cust_00718,59,merch_0051,groceries,2394.63,netbanking,dev_02306,198.51.20.77,card_02070,Hyderabad,0,legitimate
tx_0007005,2026-01-17 19:19:21+00:00,cust_01419,469,merch_0122,fashion,2363.91,credit_card,dev_02797,198.51.165.10,card_00524,Jaipur,0,legitimate
tx_0007006,2026-01-17 19:20:29+00:00,cust_01642,285,merch_0019,electronics,307.42,upi,dev_00527,198.51.65.214,card_01747,Jaipur,0,legitimate
tx_0007007,2026-01-17 19:22:40+00:00,cust_01923,500,merch_0020,utility,3619.84,debit_card,dev_00560,198.51.217.107,card_01744,Pune,0,legitimate
tx_0007008,2026-01-17 19:22:45+00:00,cust_00130,288,merch_0029,electronics,1900.34,netbanking,dev_02518,198.51.198.33,card_01266,Mumbai,0,legitimate
tx_0007009,2026-01-17 19:24:20+00:00,cust_01315,578,merch_0049,digital_goods,9988.39,debit_card,dev_02422,198.51.128.208,card_01400,Hyderabad,0,legitimate
tx_0007010,2026-01-17 19:26:37+00:00,cust_01538,722,merch_0075,food_delivery,1336.88,upi,dev_00672,198.51.116.76,card_00522,Chennai,0,legitimate
tx_0007011,2026-01-17 19:31:54+00:00,cust_00724,375,merch_0032,groceries,813.59,wallet,dev_01184,198.51.64.174,card_02233,Ahmedabad,0,legitimate
tx_0007012,2026-01-17 19:32:14+00:00,cust_00017,785,merch_0138,groceries,510.29,debit_card,dev_01926,198.51.77.83,card_00699,Jaipur,0,legitimate
tx_0007013,2026-01-17 19:33:47+00:00,cust_00399,123,merch_0094,utility,449.47,upi,dev_02002,198.51.175.128,card_01359,Hyderabad,0,legitimate
tx_0007014,2026-01-17 19:37:04+00:00,cust_01923,500,merch_0118,fashion,3028.48,debit_card,dev_00560,198.51.217.107,card_00133,Pune,0,legitimate
tx_0007015,2026-01-17 19:39:31+00:00,cust_01230,228,merch_0057,groceries,1072.35,wallet,dev_02477,198.51.203.60,card_00143,Hyderabad,0,legitimate
tx_0007016,2026-01-17 19:40:31+00:00,cust_01816,753,merch_0036,fashion,3664.13,debit_card,dev_01078,198.51.145.179,card_00927,Chennai,0,legitimate
tx_0007017,2026-01-17 19:41:11+00:00,cust_01782,454,merch_0073,fashion,129.92,debit_card,dev_01447,198.51.160.167,card_00356,Ahmedabad,0,legitimate
tx_0007018,2026-01-17 19:48:19+00:00,cust_01337,756,merch_0121,electronics,6642.65,netbanking,dev_01118,198.51.186.64,card_01699,Mumbai,0,legitimate
tx_0007019,2026-01-17 19:53:37+00:00,cust_01978,813,merch_0113,groceries,10028.06,debit_card,dev_01347,198.51.87.184,card_02388,Mumbai,0,legitimate
tx_0007020,2026-01-17 19:54:38+00:00,cust_00617,335,merch_0036,fashion,1575.19,credit_card,dev_00077,198.51.76.175,card_00091,Pune,0,legitimate
tx_0007021,2026-01-17 19:57:55+00:00,cust_00493,723,merch_0051,groceries,4997.56,credit_card,dev_01088,198.51.190.82,card_00573,Ahmedabad,0,legitimate
tx_0007022,2026-01-17 19:58:22+00:00,cust_01367,712,merch_0043,electronics,8718.6,upi,dev_01227,198.51.6.81,card_01304,Hyderabad,0,legitimate
tx_0007023,2026-01-17 19:59:21+00:00,cust_01956,430,merch_0037,luxury_goods,5272.37,upi,dev_01782,198.51.89.195,card_00186,Mumbai,0,legitimate
tx_0007024,2026-01-17 20:02:55+00:00,cust_00958,801,merch_0144,groceries,1176.75,netbanking,dev_00581,198.51.105.18,card_00604,Delhi NCR,0,legitimate
tx_0007025,2026-01-17 20:09:11+00:00,cust_01386,959,merch_0075,food_delivery,6174.36,debit_card,dev_01696,198.51.246.41,card_01138,Delhi NCR,0,legitimate
tx_0007026,2026-01-17 20:11:51+00:00,cust_00378,519,merch_0142,digital_goods,10079.73,debit_card,dev_00260,198.51.215.76,card_00886,Jaipur,0,legitimate
tx_0007027,2026-01-17 20:19:11+00:00,cust_01656,818,merch_0045,electronics,3466.61,debit_card,dev_01473,198.51.111.10,card_01826,Chennai,0,legitimate
tx_0007028,2026-01-17 20:19:19+00:00,cust_01467,760,merch_0015,food_delivery,345.5,credit_card,dev_01332,198.51.20.27,card_01064,Delhi NCR,0,legitimate
tx_0007029,2026-01-17 20:22:21+00:00,cust_00565,850,merch_0037,luxury_goods,4244.25,upi,dev_02875,198.51.76.188,card_02101,Mumbai,0,legitimate
tx_0007030,2026-01-17 20:23:06+00:00,cust_01588,442,merch_0049,digital_goods,667.6,upi,dev_00348,198.51.165.70,card_00600,Kolkata,0,legitimate
tx_0007031,2026-01-17 20:26:39+00:00,cust_00151,170,merch_0038,fashion,687.67,upi,dev_00156,198.51.40.190,card_00934,Delhi NCR,0,legitimate
tx_0007032,2026-01-17 20:28:09+00:00,cust_01424,289,merch_0101,electronics,1194.94,netbanking,dev_00897,198.51.122.32,card_01235,Pune,0,legitimate
tx_0007033,2026-01-17 20:29:04+00:00,cust_01354,679,merch_0076,utility,4254.35,netbanking,dev_00818,198.51.234.13,card_01373,Delhi NCR,0,legitimate
tx_0007034,2026-01-17 20:32:37+00:00,cust_00420,283,merch_0054,food_delivery,831.91,upi,dev_01062,198.51.185.88,card_00008,Delhi NCR,0,legitimate
tx_0007035,2026-01-17 20:37:00+00:00,cust_00538,442,merch_0007,groceries,399.09,credit_card,dev_01465,198.51.11.142,card_00443,Ahmedabad,0,legitimate
tx_0007036,2026-01-17 20:37:31+00:00,cust_01081,802,merch_0035,fashion,2187.23,upi,dev_00330,198.51.102.40,card_00623,Chennai,0,legitimate
tx_0007037,2026-01-17 20:39:30+00:00,cust_00072,232,merch_0081,groceries,1198.68,credit_card,dev_02558,198.51.142.202,card_00460,Pune,0,legitimate
tx_0007038,2026-01-17 20:43:08+00:00,cust_00083,213,merch_0133,travel,1041.59,upi,dev_02215,198.51.180.159,card_00060,Hyderabad,0,legitimate
tx_0007039,2026-01-17 20:48:29+00:00,cust_00321,422,merch_0016,luxury_goods,1450.96,debit_card,dev_02376,198.51.209.40,card_00237,Pune,0,legitimate
tx_0007040,2026-01-17 20:50:40+00:00,cust_00258,483,merch_0138,groceries,728.04,netbanking,dev_01708,198.51.120.94,card_01631,Ahmedabad,0,legitimate
tx_0007041,2026-01-17 20:51:47+00:00,cust_01172,756,merch_0091,groceries,3941.43,debit_card,dev_00729,198.51.81.57,card_00581,Pune,0,legitimate
tx_0007042,2026-01-17 20:58:50+00:00,cust_00841,795,merch_0080,digital_goods,1387.66,debit_card,dev_02813,198.51.232.206,card_01090,Ahmedabad,0,legitimate
tx_0007043,2026-01-17 20:59:44+00:00,cust_00721,814,merch_0044,digital_goods,4564.78,upi,dev_01765,198.51.40.204,card_00432,Delhi NCR,0,legitimate
tx_0007044,2026-01-17 21:04:39+00:00,cust_01767,147,merch_0062,luxury_goods,7679.77,credit_card,dev_01865,198.51.206.83,card_00653,Hyderabad,0,legitimate
tx_0007045,2026-01-17 21:10:06+00:00,cust_01885,472,merch_0042,travel,2936.96,credit_card,dev_01177,198.51.54.133,card_02231,Pune,0,legitimate
tx_0007046,2026-01-17 21:16:25+00:00,cust_01070,54,merch_0122,fashion,909.44,upi,dev_00449,198.51.151.53,card_01160,Hyderabad,0,legitimate
tx_0007047,2026-01-17 21:16:28+00:00,cust_00320,849,merch_0046,utility,4387.31,netbanking,dev_02384,198.51.10.181,card_01329,Mumbai,0,legitimate
tx_0007048,2026-01-17 21:20:18+00:00,cust_00552,972,merch_0129,utility,938.05,credit_card,dev_00625,198.51.176.141,card_01673,Lucknow,0,legitimate
tx_0007049,2026-01-17 21:24:44+00:00,cust_01247,386,merch_0088,groceries,630.76,upi,dev_00917,198.51.108.188,card_02435,Pune,0,legitimate
tx_0007050,2026-01-17 21:31:32+00:00,cust_00540,490,merch_0066,utility,769.04,credit_card,dev_00428,198.51.16.154,card_01412,Mumbai,0,legitimate
tx_0007051,2026-01-17 21:33:33+00:00,cust_00505,502,merch_0054,food_delivery,1170.8,wallet,dev_01241,198.51.82.9,card_00602,Bengaluru,0,legitimate
tx_0007052,2026-01-17 21:41:00+00:00,cust_00387,361,merch_0149,fashion,5641.29,credit_card,dev_02118,198.51.19.191,card_00097,Hyderabad,0,legitimate
tx_0007053,2026-01-17 21:42:04+00:00,cust_01808,857,merch_0112,electronics,933.51,wallet,dev_01173,198.51.170.34,card_00628,Kolkata,0,legitimate
tx_0007054,2026-01-17 21:57:43+00:00,cust_01353,519,merch_0009,utility,3621.29,credit_card,dev_01646,198.51.195.136,card_00048,Jaipur,0,legitimate
tx_0007055,2026-01-17 21:58:21+00:00,cust_01328,883,merch_0095,fashion,2492.59,netbanking,dev_00073,198.51.248.182,card_02240,Pune,0,legitimate
tx_0007056,2026-01-17 22:02:13+00:00,cust_00210,343,merch_0128,fashion,4094.69,credit_card,dev_02902,198.51.103.17,card_00814,Delhi NCR,0,legitimate
tx_0007057,2026-01-17 22:03:51+00:00,cust_01513,214,merch_0103,groceries,244.59,debit_card,dev_01817,198.51.59.115,card_00043,Chennai,0,legitimate
tx_0007058,2026-01-17 22:10:05+00:00,cust_01982,659,merch_0047,crypto_exchange,1657.28,credit_card,dev_01215,198.51.156.69,card_00511,Ahmedabad,0,legitimate
tx_0007059,2026-01-17 22:13:51+00:00,cust_01137,891,merch_0007,groceries,2894.16,upi,dev_02818,198.51.213.227,card_00608,Ahmedabad,0,legitimate
tx_0007060,2026-01-17 22:15:49+00:00,cust_01928,249,merch_0026,travel,4083.67,netbanking,dev_02527,198.51.28.62,card_00401,Ahmedabad,0,legitimate
tx_0007061,2026-01-17 22:23:57+00:00,cust_01311,884,merch_0141,electronics,3143.95,credit_card,dev_02711,198.51.108.188,card_00660,Kolkata,0,legitimate
tx_0007062,2026-01-17 22:29:03+00:00,cust_00672,147,merch_0053,luxury_goods,2611.44,credit_card,dev_01687,198.51.172.233,card_00778,Bengaluru,0,legitimate
tx_0007063,2026-01-17 22:30:58+00:00,cust_00095,851,merch_0049,digital_goods,938.3,debit_card,dev_02448,198.51.116.125,card_01440,Pune,0,legitimate
tx_0007064,2026-01-17 22:37:00+00:00,cust_00036,172,merch_0113,groceries,1382.02,upi,dev_00788,198.51.198.131,card_01088,Bengaluru,0,legitimate
tx_0007065,2026-01-17 22:48:39+00:00,cust_01660,645,merch_0084,food_delivery,18644.01,credit_card,dev_00158,198.51.137.61,card_00816,Jaipur,0,legitimate
tx_0007066,2026-01-17 22:52:54+00:00,cust_00918,968,merch_0093,luxury_goods,3278.25,wallet,dev_00676,198.51.48.5,card_01107,Ahmedabad,0,legitimate
tx_0007067,2026-01-17 22:58:43+00:00,cust_01414,759,merch_0045,electronics,4582.77,credit_card,dev_00562,198.51.2.74,card_01598,Pune,0,legitimate
tx_0007068,2026-01-17 23:06:21+00:00,cust_01073,794,merch_0083,utility,1002.48,netbanking,dev_00626,198.51.206.145,card_01906,Jaipur,0,legitimate
tx_0007069,2026-01-17 23:13:48+00:00,cust_00400,883,merch_0070,digital_goods,758.79,credit_card,dev_02353,198.51.145.235,card_02334,Mumbai,0,legitimate
tx_0007070,2026-01-17 23:20:44+00:00,cust_00005,646,merch_0050,fashion,629.75,upi,dev_02490,198.51.169.114,card_01061,Pune,0,legitimate
tx_0007071,2026-01-17 23:26:49+00:00,cust_01303,306,merch_0083,utility,3820.43,netbanking,dev_01880,198.51.146.3,card_01361,Jaipur,0,legitimate
tx_0007072,2026-01-17 23:33:02+00:00,cust_00064,17,merch_0030,fashion,2867.68,credit_card,dev_01118,198.51.17.115,card_00687,Delhi NCR,0,legitimate
tx_0007073,2026-01-17 23:33:43+00:00,cust_00819,990,merch_0067,utility,764.37,debit_card,dev_02097,198.51.111.69,card_01629,Kolkata,0,legitimate
tx_0007074,2026-01-17 23:41:50+00:00,cust_00455,645,merch_0135,luxury_goods,542.59,credit_card,dev_02441,198.51.65.174,card_01487,Ahmedabad,0,legitimate
tx_0007075,2026-01-17 23:49:12+00:00,cust_01905,358,merch_0006,crypto_exchange,19119.27,credit_card,dev_anom_9328,203.0.113.20,card_00585,Chennai,1,individual_anomaly
tx_0007076,2026-01-17 23:57:04+00:00,cust_00273,264,merch_0048,digital_goods,11763.45,credit_card,dev_02057,198.51.42.114,card_00561,Lucknow,0,legitimate
tx_0007077,2026-01-18 00:00:04+00:00,cust_00667,460,merch_0026,travel,4040.51,debit_card,dev_02886,198.51.130.103,card_02198,Mumbai,0,legitimate
tx_0007078,2026-01-18 00:00:32+00:00,cust_00936,252,merch_0091,groceries,472.46,credit_card,dev_00920,198.51.177.238,card_01273,Delhi NCR,0,legitimate
tx_0007079,2026-01-18 00:18:28+00:00,cust_00763,95,merch_0089,groceries,2599.41,credit_card,dev_00026,198.51.78.104,card_01392,Bengaluru,0,legitimate
tx_0007080,2026-01-18 00:46:37+00:00,cust_00478,168,merch_0075,food_delivery,1611.49,debit_card,dev_00773,198.51.100.52,card_00615,Hyderabad,0,legitimate
tx_0007081,2026-01-18 01:32:36+00:00,cust_01232,915,merch_0015,food_delivery,1090.59,debit_card,dev_00899,198.51.183.132,card_01086,Kolkata,0,legitimate
tx_0007082,2026-01-18 02:21:09+00:00,cust_00471,567,merch_0040,luxury_goods,25803.91,credit_card,dev_anom_7251,203.0.113.56,card_00523,Pune,1,individual_anomaly
tx_0007083,2026-01-18 02:39:12+00:00,cust_00214,207,merch_0093,digital_goods,36944.73,credit_card,dev_anom_6938,203.0.113.119,card_01368,Mumbai,1,individual_anomaly
tx_0007084,2026-01-18 02:51:08+00:00,cust_00972,879,merch_0116,luxury_goods,33587.58,credit_card,dev_anom_6529,203.0.113.27,card_01198,Chennai,1,individual_anomaly
tx_0007085,2026-01-18 02:53:03+00:00,cust_00246,445,merch_0120,crypto_exchange,30133.6,credit_card,dev_anom_3222,203.0.113.79,card_01239,Pune,1,individual_anomaly
tx_0007086,2026-01-18 03:05:48+00:00,cust_01200,675,merch_0044,digital_goods,752.31,upi,dev_02378,198.51.238.35,card_01074,Jaipur,0,legitimate
tx_0007087,2026-01-18 03:27:38+00:00,cust_00655,856,merch_0076,utility,4499.11,upi,dev_02842,198.51.168.38,card_00779,Hyderabad,0,legitimate
tx_0007088,2026-01-18 03:35:05+00:00,cust_00562,832,merch_0094,luxury_goods,32011.18,credit_card,dev_anom_5889,203.0.113.218,card_01636,Kolkata,1,individual_anomaly
tx_0007089,2026-01-18 03:42:01+00:00,cust_00078,821,merch_0090,electronics,3623.74,credit_card,dev_00212,198.51.162.174,card_00012,Pune,0,legitimate
tx_0007090,2026-01-18 03:47:07+00:00,cust_01148,291,merch_0119,travel,3265.32,debit_card,dev_00015,198.51.113.191,card_01467,Lucknow,0,legitimate
tx_0007091,2026-01-18 04:11:17+00:00,cust_00200,411,merch_0141,electronics,3691.85,debit_card,dev_00471,198.51.17.247,card_00530,Bengaluru,0,legitimate
tx_0007092,2026-01-18 04:20:55+00:00,cust_01562,293,merch_0133,travel,817.32,credit_card,dev_01536,198.51.159.188,card_01228,Bengaluru,0,legitimate
tx_0007093,2026-01-18 04:33:07+00:00,cust_00472,479,merch_0118,fashion,1651.53,debit_card,dev_00219,198.51.198.230,card_00460,Bengaluru,0,legitimate
tx_0007094,2026-01-18 04:39:38+00:00,cust_00543,640,merch_0082,luxury_goods,19003.58,credit_card,dev_anom_7902,203.0.113.213,card_01713,Ahmedabad,1,individual_anomaly
tx_0007095,2026-01-18 04:42:16+00:00,cust_00417,494,merch_0104,fashion,4276.0,upi,dev_01988,198.51.132.174,card_01253,Pune,0,legitimate
tx_0007096,2026-01-18 05:01:33+00:00,cust_01606,520,merch_0019,electronics,2118.85,debit_card,dev_00149,198.51.123.102,card_02007,Bengaluru,0,legitimate
tx_0007097,2026-01-18 05:05:10+00:00,cust_00890,301,merch_0031,travel,744.09,debit_card,dev_00492,198.51.226.39,card_02242,Lucknow,0,legitimate
tx_0007098,2026-01-18 05:17:32+00:00,cust_01806,868,merch_0033,digital_goods,2264.33,upi,dev_01976,198.51.190.177,card_00185,Bengaluru,0,legitimate
tx_0007099,2026-01-18 05:23:05+00:00,cust_01572,328,merch_0073,gaming,31229.12,credit_card,dev_anom_2215,203.0.113.49,card_01308,Delhi NCR,1,individual_anomaly
tx_0007100,2026-01-18 05:27:03+00:00,cust_00858,381,merch_0144,groceries,331.77,credit_card,dev_02814,198.51.61.134,card_00943,Delhi NCR,0,legitimate
tx_0007101,2026-01-18 05:30:32+00:00,cust_01402,211,merch_0059,food_delivery,2064.14,credit_card,dev_01998,198.51.31.141,card_00489,Mumbai,0,legitimate
tx_0007102,2026-01-18 06:22:15+00:00,cust_01806,868,merch_0033,digital_goods,2169.39,debit_card,dev_01976,198.51.190.177,card_00185,Bengaluru,0,legitimate
